user_id,movie_id,rating
1,1,5.0
1,2,5.0
1,5,3.0
1,7,4.5
1,9,3.0
1,11,5.0
1,13,3.0
1,14,2.0
1,15,5.0
1,16,4.5
1,20,3.0
2,2,4.5
2,7,4.5
2,8,4.0
2,9,2.0
2,11,5.0
2,13,3.0
2,15,4.0
2,18,4.0
2,20,3.0
3,5,5.0
3,10,4.0
3,11,5.0
3,14,2.0
3,16,4.5
3,17,5.0
3,18,4.0
3,19,3.0
4,3,5.0
4,5,4.0
4,7,4.5
4,8,4.0
4,9,2.0
4,17,4.5
5,1,4.5
5,5,4.0
5,6,4.5
5,7,4.5
5,9,2.0
5,10,3.0
5,12,5.0
5,13,4.0
5,14,3.0
5,18,3.0
5,19,2.0
5,20,4.0
6,1,5.0
6,2,5.0
6,6,5.0
6,13,5.0
6,14,3.0
6,17,4.5
6,19,2.0
6,20,3.0
7,3,4.0
7,5,5.0
7,9,2.0
7,15,3.0
7,18,3.0
7,20,3.0
8,4,2.0
8,9,3.0
8,11,4.5
8,12,4.5
8,14,3.0
9,2,5.0
9,6,4.5
9,7,4.5
9,9,3.0
9,15,5.0
9,16,4.5
9,18,4.0
10,1,5.0
10,5,5.0
10,7,5.0
10,8,3.0
10,12,5.0
10,14,3.0
10,17,5.0
10,18,4.0
10,19,3.0
11,4,2.0
11,7,4.5
11,9,2.0
11,11,5.0
11,12,5.0
11,13,5.0
11,14,3.0
11,15,5.0
11,18,5.0
11,20,3.0
12,1,4.5
12,3,4.0
12,4,3.0
12,7,4.5
12,8,3.0
12,11,4.5
12,13,4.0
12,14,2.0
12,15,5.0
12,17,5.0
12,20,4.0
13,1,5.0
13,3,4.0
13,4,2.0
13,5,5.0
13,6,5.0
13,7,5.0
13,9,2.0
13,10,3.0
13,12,5.0
13,15,3.0
13,17,4.5
13,20,5.0
14,4,2.0
14,5,4.0
14,7,4.5
14,8,3.0
14,9,2.0
14,10,5.0
14,13,5.0
14,17,4.5
14,19,2.0
15,1,4.5
15,2,4.5
15,7,5.0
15,9,2.0
15,11,5.0
15,12,5.0
15,14,2.0
15,16,4.5
15,20,5.0
16,2,4.0
16,3,5.0
16,4,3.0
16,5,2.0
16,15,1.0
16,18,4.5
17,1,5.0
17,2,3.0
17,3,5.0
17,6,5.0
17,7,3.0
17,11,4.0
17,13,4.5
17,15,2.0
17,17,3.0
17,18,5.0
17,19,5.0
17,20,2.0
18,1,5.0
18,3,5.0
18,6,3.0
18,7,5.0
18,9,5.0
18,10,2.0
18,11,5.0
18,12,3.0
18,16,4.0
18,18,4.5
18,19,5.0
18,20,1.0
19,1,5.0
19,2,3.0
19,7,5.0
19,8,5.0
19,12,4.0
19,18,4.5
20,2,4.0
20,3,5.0
20,5,1.0
20,6,4.0
20,7,4.0
20,10,2.0
20,11,3.0
20,14,5.0
20,15,1.0
20,16,4.0
20,19,5.0
20,20,1.0
21,4,5.0
21,6,5.0
